,报警时间,报警电话,证件类型,联系人电话,小型客车子类,当事人事故责任,当事人处罚情况,证件号码,姓名,城市,街道,GPS_X,GPS_Y,发生地点,普通路面类型,道路级别,路口,路段,斑马线,信号灯,证件号码合法性,户籍,年龄,电话归属地
559,2020-11-27 14:12:57,13071839711.0,身份证,18968122576,nan,无法现场认定,待事故调查,341525199912124896,王红霞,天津市,曾街,119.960151919561,30.051099691791,普通路面,路段,省道,nan,不在缺口上发生,否,有,合法,安徽省,23,浙江
560,2020-11-27 14:08:55,nan,身份证,13408392160,nan,无法现场认定,未发现违法行为,370613199407103191,林涛,济南县,杨路,119.924662231837,30.04853204346,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山东省,28,四川
561,2020-11-27 14:02:09,13396577583.0,身份证,13396577583,nan,nan,nan,310101197702147821,黄杨,雷县,况路,119.934423524115,30.047266340941,普通路面,路段,省道,nan,中央缺口,否,nan,合法,上海市,45,浙江
562,2020-11-27 13:48:35,18358169112.0,身份证,18358169112,非营运,nan,nan,621102200306118951,罗建华,桂芳市,佛山街,120.00188104562,30.007666379699,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,甘肃省,19,浙江
563,2020-11-27 13:44:00,15158102122.0,身份证,15158102122,非营运,nan,nan,460000198801276210,高明,太原县,天津街,119.92725874408,30.097718694939,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,海南省,34,浙江
564,2020-11-27 13:17:14,nan,身份证,13968187253,nan,无责,未发现违法行为,230422198709263537,周岩,银川市,梧州路,119.902463303827,30.048756394164,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,黑龙江省,35,浙江
565,2020-11-27 13:00:37,15267051433.0,身份证,15267051433,非营运,无责,未发现违法行为,130225198309026027,许雪,华市,蓝街,119.887838366071,30.089753525745,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,河北省,39,浙江
566,2020-11-27 12:57:00,18968139228.0,身份证,18968139228,非营运,nan,nan,513332198410155520,余想,秀梅市,覃路,119.9557494,30.1429064,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,四川省,38,浙江
567,2020-11-27 12:34:03,18857881287.0,身份证,18857881287,非营运,nan,nan,511900200008255240,耿敏,晶市,陈路,119.903139785737,30.095141832292,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,四川省,22,浙江
568,2020-11-27 12:13:06,13819136223.0,身份证,18143407579,nan,无责,未发现违法行为,150825200311202970,陈丹,秀荣县,大冶街,119.719502704194,29.96331261078,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,内蒙古自治区,19,不合法的电话号码
569,2020-11-27 12:06:14,18557533854.0,身份证,18557533854,非营运,nan,nan,320800200009287787,易桂珍,秀荣市,西宁街,119.944761519557,30.046863756156,普通路面,路口,城市道路,T字路口,nan,否,无,合法,江苏省,22,浙江
570,2020-11-27 11:46:18,13175114248.0,身份证,13175114248,nan,无责,未发现违法行为,330700198503035602,吴峰,小红市,阜新街,119.884906902885,30.070970589722,普通路面,路段,国道,nan,路边缺口,否,无,合法,浙江省,37,浙江
571,2020-11-27 11:43:24,15869105663.0,身份证,15167157832,非营运,无责,未发现违法行为,542522199107155816,贺婷,俊市,阎街,119.821311,29.881912,内部道路,nan,nan,nan,nan,nan,nan,合法,西藏自治区,31,浙江
572,2020-11-27 11:43:09,13285810999.0,身份证,13706814008,nan,nan,nan,510304197501101154,武桂花,娜县,徐街,120.05177000933,30.061360012202,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,四川省,47,浙江
573,2020-11-27 11:38:57,13336113292.0,身份证,13336113292,非营运,nan,nan,220122196202021646,李颖,西宁县,银川路,119.969881935499,30.013084989788,普通路面,路口,国道,十字路口,nan,否,有,合法,吉林省,60,浙江
574,2020-11-27 11:04:23,15365493457.0,身份证,18785358780,nan,无责,未发现违法行为,220122197506239753,罗芳,兴城市,曹路,119.91488914491,30.065668213227,普通路面,路段,国道,nan,不在缺口上发生,否,nan,合法,吉林省,47,不合法的电话号码
575,2020-11-27 10:49:23,18768489031.0,身份证,19852052775,nan,无责,未发现违法行为,330127195209045731,冯伟,飞县,巢湖路,119.940779348298,30.104310935447,内部道路,nan,nan,nan,nan,nan,nan,合法,浙江省,70,不合法的电话号码
576,2020-11-27 10:47:18,15168263688.0,身份证,18858285399,非营运,无责,未发现违法行为,361123200007109543,黄金凤,建军县,荆门街,119.945449825061,30.045434207543,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,江西省,22,浙江
577,2020-11-27 10:39:59,15168297821.0,身份证,15925686438,非营运,无法现场认定,未发现违法行为,130730199603059690,阮坤,慧县,杭州街,119.992719030471,30.072748728952,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,河北省,26,浙江
578,2020-11-27 10:26:40,18989862922.0,身份证,13777899188,非营运,无责,未发现违法行为,43080019941128658X,柳博,丹市,嘉禾路,120.009590573183,30.015513170257,普通路面,路口,国道,十字路口,nan,是,有,合法,湖南省,28,浙江
579,2020-11-27 10:10:25,nan,身份证,13262688866,非营运,无责,未发现违法行为,360981200008071395,吴勇,郑州县,永安街,119.986310804118,30.067984512308,普通路面,路口,城市道路,T字路口,nan,是,有,合法,江西省,22,上海
580,2020-11-27 10:09:55,13858035759.0,身份证,13858035759,nan,nan,nan,469005200308222219,倪英,上海县,广州街,119.935197936995,30.053488762548,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,海南省,19,浙江
581,2020-11-27 10:09:09,13634137499.0,身份证,15397039952,非营运,无责,未发现违法行为,540229201406119782,胡海燕,呼和浩特县,武街,119.955211416636,30.127078078677,普通路面,路口,乡/村道,T字路口,nan,否,无,合法,西藏自治区,8,浙江
582,2020-11-27 10:00:33,15397142389.0,身份证,13633536338,nan,无法现场认定,未发现违法行为,210804198405186718,秦静,邯郸县,广州街,119.915248814671,30.050662851854,普通路面,路口,城市道路,十字路口,nan,否,有,合法,辽宁省,38,山西
583,2020-11-27 09:56:40,nan,身份证,13771689127,非营运,无责,未发现违法行为,350982199903082460,艾梅,永安县,宁德路,119.980135704884,30.074977742674,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,福建省,23,江苏
584,2020-11-27 09:52:45,15967116785.0,身份证,15967116785,非营运,无责,未发现违法行为,231222199904054137,廖霞,汕尾市,徐街,119.957021397747,30.053522042183,普通路面,路口,城市道路,十字路口,nan,否,有,合法,黑龙江省,23,浙江
585,2020-11-27 09:29:21,18768450903.0,身份证,18768450903,非营运,nan,nan,360803200012228629,张秀云,龙市,马鞍山街,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,江西省,22,不合法的电话号码
586,2020-11-27 09:24:23,13868170977.0,身份证,13068161399,nan,无责,未发现违法行为,330521198311283979,孟娟,海口县,香港街,119.934438237945,30.034117092956,普通路面,路口,城市道路,T字路口,nan,否,无,合法,浙江省,39,广东
587,2020-11-27 08:59:33,nan,身份证,18968139067,非营运,无法现场认定,未发现违法行为,350211198701264348,熊兵,长沙县,永安街,120.034071072076,30.08397354516,普通路面,路口,城市道路,不规则路口,nan,是,无,合法,福建省,35,浙江
588,2020-11-27 08:56:32,15068183812.0,身份证,13777159587,nan,nan,nan,530921200303034234,洪霞,沈阳市,海门路,119.940885291943,30.062928005837,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,云南省,19,浙江
589,2020-11-27 08:55:49,nan,身份证,15824171737,非营运,全部,已处罚,341004198712231335,唐丽,颖市,刘街,119.913977004723,30.055379362655,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,安徽省,35,浙江
590,2020-11-27 08:41:50,15967188268.0,身份证,15967188268,非营运,无责,未发现违法行为,370614202002167921,牟红,辽阳市,六安街,119.98592,30.06812,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山东省,2,浙江
591,2020-11-27 08:38:26,nan,身份证,18167116879,非营运,无责,未发现违法行为,130304199008186834,梁玉,秀珍市,佛山街,119.981,30.06189,普通路面,路口,城市道路,十字路口,nan,否,有,合法,河北省,32,不合法的电话号码
592,2020-11-27 08:34:37,2180210050.0,身份证,15068861443,非营运,无责,未发现违法行为,530323199708109833,马帆,北京县,银川路,119.916355266299,30.049153962041,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,云南省,25,浙江
593,2020-11-27 08:28:49,13868199566.0,身份证,18524168100,非营运,无责,未发现违法行为,511700199910262115,赵红霞,建国县,潜江街,120.039263346546,30.067803510114,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,四川省,23,辽宁
594,2020-11-27 08:17:07,15990171485.0,身份证,13216117669,非营运,无责,未发现违法行为,341202199608104005,王建,东莞县,黄路,119.94555,30.04582,普通路面,路口,城市道路,十字路口,nan,是,有,合法,安徽省,26,浙江
595,2020-11-27 08:13:22,15306591399.0,身份证,15088690925,非营运,无责,未发现违法行为,530326199707202314,钱刚,文市,兴安盟街,119.924481268289,30.04490621678,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,云南省,25,浙江
596,2020-11-27 08:12:40,13750808978.0,身份证,13757568085,非营运,无责,未发现违法行为,220302198406107462,刘桂珍,惠州县,长春路,119.939696302878,30.076631745756,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,吉林省,38,浙江
597,2020-11-27 08:06:27,13588376748.0,身份证,15988817950,非营运,无责,未发现违法行为,141023200001089389,杨璐,桂芳县,宁德路,119.723958949204,29.967766802768,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山西省,22,浙江
598,2020-11-27 08:06:18,15906690928.0,身份证,15906690928,非营运,无法现场认定,未发现违法行为,130981199507282156,陈华,梅县,许街,119.947236061959,30.073810791727,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河北省,27,浙江
599,2020-11-27 08:04:27,18668133099.0,身份证,18668133099,非营运,全部,已处罚,371703201606148513,陈莹,丽市,张家港街,119.922521199636,30.052768741487,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山东省,6,浙江
600,2020-11-27 07:56:39,13336125588.0,身份证,18258441708,nan,无法现场认定,已处罚,152525199610222621,曹辉,凤兰市,长春街,119.722303,29.966665,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,内蒙古自治区,26,浙江
601,2020-11-27 07:56:06,nan,身份证,13588375939,非营运,无法现场认定,未发现违法行为,140603198811263090,胡柳,香港县,合肥街,119.942344001792,30.06982381833,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山西省,34,浙江
602,2020-11-27 07:55:42,15088717305.0,身份证,15088717305,nan,nan,nan,420607201003061391,吕秀英,帅市,周路,119.936546322687,30.052613414116,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,湖北省,12,浙江
603,2020-11-27 07:51:05,13735415380.0,身份证,13735415380,非营运,无责,未发现违法行为,450102196905101340,龙平,欣市,东莞路,119.735400743073,29.984274068139,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,广西壮族自治区,53,浙江
604,2020-11-27 07:50:29,13606511808.0,身份证,18258163567,非营运,全部,已处罚,152221199708228739,金璐,银川县,龚街,119.933682499833,30.048852997483,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,内蒙古自治区,25,浙江
605,2020-11-27 07:48:27,13456858869.0,身份证,13456858869,非营运,无法现场认定,未发现违法行为,440000199005027257,董丹,桂兰市,胡街,119.916026542309,30.059216898364,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,广东省,32,浙江
606,2020-11-27 07:47:11,18968060635.0,身份证,18267150578,非营运,无责,未发现违法行为,440513200304138592,陈桂芝,文县,拉萨路,119.935591214161,30.099330802788,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,广东省,19,浙江
607,2020-11-27 07:44:39,nan,身份证,17858957696,非营运,无法现场认定,未发现违法行为,350429198306155357,李兰英,南宁市,杨街,119.92313,30.01499,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,福建省,39,不合法的电话号码
608,2020-11-27 07:41:23,13735851453.0,身份证,13735851453,非营运,无责,未发现违法行为,152222197111129874,刘倩,沈阳市,大冶路,119.722834756658,29.888142909023,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,内蒙古自治区,51,浙江
609,2020-11-27 07:40:05,15268110383.0,身份证,15268110383,非营运,nan,nan,445203201210035496,伍凤兰,涛市,福州路,119.942322341377,30.050851396691,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,广东省,10,浙江
610,2020-11-27 07:40:02,13819467389.0,身份证,15990019279,非营运,无责,未发现违法行为,460100198802211270,江桂兰,玉华市,嘉禾路,119.897843413259,30.070603530474,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,海南省,34,浙江
611,2020-11-27 07:37:51,15382318950.0,身份证,15382318950,非营运,无责,未发现违法行为,430321199912057325,丁雪,永安市,荆门路,119.942424300971,30.048732611584,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,湖南省,23,浙江
612,2020-11-27 07:37:27,nan,身份证,18368193119,非营运,无法现场认定,未发现违法行为,420116199804248809,邢荣,乌鲁木齐市,哈尔滨路,119.94734810913,30.0679483355,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,湖北省,24,浙江
613,2020-11-27 07:31:19,18858107456.0,身份证,18858107456,非营运,nan,nan,530625200102132427,王霞,岩县,韦路,119.932391656074,30.03824954246,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,云南省,21,浙江
614,2020-11-27 07:01:20,15958003371.0,身份证,13064717322,非营运,无责,未发现违法行为,630222201308031856,陈丹丹,健县,北镇街,119.94088,30.05843,内部道路,nan,nan,nan,nan,nan,nan,合法,青海省,9,浙江
615,2020-11-27 04:13:22,15136088680.0,身份证,15968123794,非营运,全部,已处罚,211005198402201656,李兰英,南昌县,姜路,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,辽宁省,38,浙江
616,2020-11-27 01:00:08,13858103276.0,身份证,13989839823,非营运,nan,nan,320681199602288117,王瑞,明县,马街,119.94001941423,30.053656077832,普通路面,路口,城市道路,十字路口,nan,是,有,合法,江苏省,26,浙江
617,2020-11-26 21:50:01,13588868841.0,身份证,13588868841,非营运,全部,已处罚,522302201808121416,张建平,合肥县,李街,119.937384256305,30.062071485569,普通路面,路口,城市道路,十字路口,nan,否,有,合法,贵州省,4,浙江
618,2020-11-26 21:46:17,13625817493.0,身份证,13625817493,非营运,nan,nan,469026200304119312,郑艳,武汉市,廖路,119.94434970546,30.053737851442,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,海南省,19,浙江
619,2020-11-26 21:11:38,13675872093.0,身份证,15924156690,客运网约车,无责,未发现违法行为,110106199410115469,王秀荣,岩市,上海路,119.916703707763,30.051682018026,普通路面,路口,城市道路,十字路口,nan,否,有,合法,北京市,28,浙江
